word1	word2	pmi
pkw	64	4.744987130975888
anfänger	halb	9.392641928570134
75,7	prozent	4.2603791463521805
85	millionen	2.973755106001946
nachsteuergewinn	mio	6.77670701637573
klicken	bilder	3.6060717991084994
mittel	kommunikation	3.408957568781115
kommentare	webmaster	6.040634791098751
zukunft	demokratie	2.368598063398481
höhepunkt	festes	5.744063771229724
entscheidung	weltverbandes	5.7571632511833135
515	mrd	6.692623899165189
gottesdienst	abend	2.992583838679457
nachsteuergewinn	mrd	6.692623899165189
zeugen	aussagen	4.913034965557389
branche	jahren	1.0225205315168628
zinsüberschuss	mio	7.87531930504384
kanzlerin	debatte	4.407940016500383
form	funktion	2.875266120278121
abstand	sekunden	4.533139649811816
land	atomwaffensperrvertrag	6.5808324931770725
hundertstel	prozent	4.037235595037971
5,2	prozent	3.6317704869298066
autowerte	druck	4.9967123887272615
abteilung	kommunikation	4.556360021618657
team	mitarbeitern	3.1934317723280397
konzern	zahlen	2.4297925872784263
ski	nationalmannschaft	5.778486020652135
3,6	prozent	3.8709143795904577
leben	leben	0.5908995671199611
53	prozent	1.3981782654227124
stand	dinge	4.2636430266414
beamten	diebesgut	5.081574382836747
firma	mitarbeiter	2.7553314740202204
mittel	punkte	1.853657426843042
beteiligung	jahren	1.5978846764204246
4,13	meter	8.141785538345347
kultur	sport	4.06166377978255
anspruch	erwerbsminderungsrente	6.9279379860996535
700	000	3.9177696001224804
18	uhr	3.3473010325914965
abstand	abstiegsplatz	6.612581191491652
rolle	politik	1.557880203273778
statistik	herzstück	6.170571212805415
chancen	mangelware	5.347487610538805
21	opfer	1.9982717545370652
600	einsatz	2.8200797047108304
tagen	haft	3.1667378704060916
beifahrer	verletzungen	5.3987317636698045
autor	professor	4.667912507524404
prozentpunkte	prozent	3.405963818196113
dienstleistungen	hand	3.5452787254364098
ende	entscheidung	0.33270282979492216
uhr	preisverleihung	2.8522470516626166
verkehr	anschlussstelle	7.627911131729999
zwei	verfügung	1.1290514959528155
licht	wärme	4.0490325728303915
studenten	semester	4.608489087053603
veranstaltungen	feiern	4.473391196275731
tag	entscheidung	0.6695669159509295
online	katalog	4.248875321870696
unternehmen	geschäftsjahr	2.5302187995861387
unternehmen	unternehmen	-0.6758480669894809
polizei	demonstrationen	3.233518351610102
minute	rot	3.872381731284407
einsatz	polizei	0.05769915906357283
vorjahr	zuwachs	3.961193249418915
hinweise	polizei	3.1219658657043547
stellplätze	verfügung	4.704602264759749
informationen	webseite	3.3234758737983006
120	marke	4.440766329680802
100	jähriges	4.145196892395854
ende	woche	1.434484693224311
eröffnung	ende	1.9941004811597336
schadens	angaben	4.592563070282617
antrag	vorstand	2.518236629269552
aktie	gewinn	1.9944760005646214
geschäftsjahr	konzern	3.5776759249533185
39	prozent	1.5035387810805385
tourist	information	6.509705149161488
regel	jahre	1.8856033618764165
experten	entwicklung	1.3711099244001161
chance	wende	3.4802205888026054
schaden	10.000	4.806654561998817
chance	punktgewinn	5.243809181063964
1,03	prozent	3.567231965792235
polizei	fahrer	1.7465940340600776
mittagessen	mannschaft	3.503763970237254
bergung	uhr	2.7652356746729865
sieg	mannschaft	1.7917694694780613
veranstalter	veranstaltung	2.9985607709182722
lächeln	gesicht	5.002647124247076
technologie	einsatz	2.6377581479168755
drei	tage	2.7000620312530303
bestellung	maschinen	4.789073023949017
zwei	klassen	2.7615188858531936
fantasie	grenzen	4.512419086530404
drei	hürde	3.1418947835320696
fünf	menschen	1.474439130083343
20	tonnen	2.4274671587205114
jährige	klinikum	4.340225100458924
7,9	prozent	3.567231965792235
erfolge	bekämpfung	5.866281403953973
0,25	punkte	4.292044060996149
krankheiten	folge	4.141416169555948
papiere	dollar	3.883188816712183
zwei	projekte	0.8605601246601466
quote	8,1	7.542613551218104
%	vormonat	2.8556605179062315
vier	spielern	3.143284637821124
10	watt	3.741978976244595
frau	lebensgefahr	3.2921436204380305
soldaten	weg	1.6779109086793982
ortsteile	mitte	5.795877763364004
institut	wirtschaft	3.3947977744981137
bar	sauna	6.842155633136152
forscher	studie	3.361716312581239
prozent	minus	0.9870151361999101
regierung	krisensitzung	5.130901459770755
wettbewerb	2002	3.0162778582950125
44	demonstranten	4.801976428784925
abend	party	2.910666716211571
eintritt	dunkelheit	5.026490643054543
platz	tabelle	2.638294272217313
ziel	ziel	0.7855020058684349
konzern	verlust	3.005156732181988
einzelheiten	polizei	1.769932316188565
informationen	verband	2.1859481688805174
volkswirte	mittel	4.536557394322477
monat	hauspreise	6.914424266932931
sanierung	sommer	3.375509634713575
doppel	drei	3.0618520758585333
angaben	täter	1.3880759828665161
regierung	fall	0.5357816096361652
minus	punkte	3.1934317723280397
2,2	tonnen	4.784476233602245
kommentar	gästebuch	4.205703150005487
rückstand	minuten	3.8166928254238184
sicherheit	priorität	4.6011581645185515
hauch	luft	5.294969576255359
zeit	raum	0.7466123488335951
preise	diesel	3.8560953732898473
volkswirte	anstieg	5.866281403953973
grund	weltwirtschaftskrise	4.500189750151602
sechs	folgen	2.248076907509973
mannschaft	bezirksklasse	5.624027506437345
österreicher	rang	5.5135554233882536
zwei	lösung	0.41381335757867826
infineon	aktien	5.014623315293792
74	prozent	2.2679489816619745
fraktion	entscheidung	2.146245338539089
kfz	brief	5.339119360868289
geschäftsbanken	basis	6.432536832659295
forderung	staatsanwaltschaft	3.223031196078679
fußball	geschichte	1.4024037428497718
verbreitung	art	4.3499913050418675
15	jährige	2.804335876047636
laufzeit	vertrags	6.489024943923949
zeit	urlaub	1.147761524476191
informationen	seite	1.0746934867972313
indikator	punkten	5.206022090238863
rückstand	3:2	6.812425098977809
reinigung	hand	4.062535239532691
volkswirte	0,2	5.4742393161779495
volkswirte	0,5	5.11015942423264
jährigen	anzeige	3.0631349496714226
vier	mitarbeiter	0.5082034565855049
orchester	dirigent	7.305728372051598
mädchen	mann	0.9870509137351997
experten	rückgang	3.437037746913229
drei	punkte	1.8452891771725253
topix	%	4.574297722305324
gesicht	frau	1.9703877804557108
meter	tiefe	4.313144141856253
gewinn	cent	4.509173561440603
mutter	hand	2.2815866864088514
arbeit	teilnehmer	1.1445419905722063
angst	menschen	0.6217309769678919
küche	bad	5.002647124247076
uhr	zähler	1.0554497884046041
einsatz	bundesliga	2.1848265025697877
projekt	jahre	0.7620343412344392
konsens	38	5.650695753519506
65	jahre	3.137644569243375
menschen	insel	1.3005922002803607
buch	titel	2.587229500756503
punkte	konto	3.144160723321257
folgen	wahl	2.1907256110385074
55	cent	4.776333998171587
prozent	0,79	3.8549140382440163
filme	angebot	2.6713126179670446
20:30	uhr	5.250142324460987
9,5	prozent	3.413081285964977
bundeskabinett	einsatz	4.066612123455562
zahl	jobsuchenden	6.465188495769438
kinder	interessen	2.3554385824011113
besitz	leben	3.2793137937053123
systeme	fehler	3.3968866000449967
geist	körper	4.215663913881259
liebe	besucher	1.9394045591663565
1,39	milliarden	6.353850165555697
band	tournee	4.895502486795748
zahl	gegner	1.965378825439173
vorjahreszeitraum	17	3.7845630444274376
zahlen	quartals	4.876084400938647
online	anmeldeformular	5.377340573688487
drei	programm	0.508807620903315
titel	saison	1.5015206169243016
technik	medizin	3.91100350489506
gäste	tag	0.9796499250918771
teil	geldes	4.798532689941468
aussteller	843	9.721145995542171
hinweise	belohnung	4.240507072200179
23	mann	1.5505202709866122
ehrenbürgerwürde	stadt	5.755055768843749
zahl	auszubildenden	4.760440403531013
30	000	3.5913911766704865
drei	siege	4.29180036658773
27	jahre	2.123292624193005
tag	zeichen	1.3103138201173432
drittel	land	2.3836305455152638
mehrheit	grün	4.762779129991672
schritt	unternehmens	2.943119823234818
polizei	verkehr	1.5821162400769695
analysten	schnitt	4.972055857030257
festschrift	geburtstag	6.377107027719964
angaben	internet	0.9777915883224029
future	0,11	7.090056835576089
analysten	minus	3.85335680979541
tarifverhandlungen	bahn	4.589440892082909
weg	frühstück	2.5753585527520735
helfer	einsatz	3.3590762054435173
minute	tor	3.8261923488150327
fußball	bundestrainer	4.240507072200179
2,72	prozent	4.2603791463521805
geschichte	sozialkunde	5.784430377523653
t	aktien	4.646898535168474
eröffnung	2002	3.556662284302548
eröffnung	2010	4.126847753727658
stadt	stadt	0.28488814536905305
thema	zeit	-0.2481761129155039
2,20	prozent	3.3440884144780254
aussteller	886	9.315680887434006
halle	uhr	1.4889422087674244
liebe	familie	1.6636629270864935
tiefe	meter	3.907679033748089
15,2	prozent	3.567231965792235
passagierzahlen	prozent	3.567231965792235
restaurant	sauna	5.6079978524718195
karte	geschichte	1.7472442291415011
behandlung	modelle	3.473748074296988
19	millionen	0.6924474114551854
feuer	küche	3.1356642337814336
future	kontrakt	5.585979438799815
führung	stadt	1.115484156138325
amtszeit	jahren	2.9966015575388725
spaß	durchstöbern	6.221277086372986
spiel	ende	0.5560441854812535
kritik	anregungen	4.030947429320782
qualität	produkte	2.3589238264634274
gottesdienst	feier	4.7390626033743555
165	milliarden	4.482047988654105
kind	unfall	2.553379646033298
kooperation	wissenschaft	4.732983557297974
bahn	millionen	0.7439293672903288
nachricht	fans	3.1243793256124506
vergänglichkeit	welt	5.215182459637528
mitglied	bundestages	5.789320362817845
hand	hand	3.0746743151572837
kosten	unternehmen	0.006309991994869277
dusche	wc	7.834076346509791
zehn	gewinner	2.5314752390025896
frauenanteil	prozent	3.567231965792235
nachrichtenagentur	regierungskreisen	8.168866496948018
steigerung	jahr	2.2843977888385942
5	15	1.1738925095297255
5	18	1.3965469436906282
5	10	1.5852457602631125
5	12	1.6233647183667224
5	13	1.6899503231260184
vorstand	personen	2.2968039423589715
investition	zukunft	4.439070935095557
%	gebiets	4.836661986772815
5	43	3.4590183811520028
aufbau	seiten	1.9726859716424736
steigerung	vorsaison	7.600882459342079
prozent	1,01	2.87408478523229
zwei	gesellschaft	0.8434656913008465
bundeswehr	soldaten	4.426167530259649
tabu	thema	4.276326170005133
pc	programme	4.102457545252287
5	86	3.539061088825539
informationen	telefon	2.6967737926465083
meter	turm	3.609186045192092
01	01:00	8.001360025939205
prozent	1,42	3.3440884144780254
bilder	geschichte	0.7009577594751311
prozent	1,53	3.567231965792235
zwei	väter	3.4095456311326693
identität	mannes	5.787361498332512
seite	auswahl	1.015593952968938
6.00	uhr	4.844677216352823
grund	frau	0.5924616690063369
alkoholtest	promille	7.639722292658344
über	ich	9.749316872508867
ausnahmen	regel	3.991767973697006
preise	dollar	1.668796435753598
ziele	konzepte	4.7149650517952955
105	millionen	4.0210741002825054
begriff	ecommerce	7.911037387645919
höchststrafe	zehn	5.110067372867913
verkehrsunfall	uhr	3.110076160964716
basketball	bundesliga	6.415582920281765
50	jährige	2.5292078146264543
prozent	1,82	3.8549140382440163
prozent	1,89	3.8549140382440163
überschuss	mrd	4.264875663217137
dna	material	5.106208847180383
prozent	1,70	2.6509412339180805
prozent	1,67	3.9726970739003997
jahr	zahl	1.3028545050932108
schule	betrieb	1.917393399065005
anleihen	hundertstel	8.47635119669598
fahrzeug	straße	2.7594989492774
jahressicht	prozent	4.037235595037971
wechselbad	gefühle	7.957557403280812
gründen	betrieb	3.3036877601848955
spaß	vordergrund	3.2255448128189945
bundesregierung	vorstoß	3.733020349699703
prozent	692	3.8549140382440163
sitz	instituts	5.902213413180037
285	millionen	5.225046904608441
1,47	prozent	3.9726970739003997
reform	prozent	0.2621784446829823
prozent	663	4.953526326912126
höhe	betrages	6.207943555503521
prozent	668	3.8549140382440163
gestaltung	tanzabenden	8.047169561970499
papier	zeitung	3.1931880779196202
buch	freiheit	2.870313863959655
tag	1	0.8176705154345429
prozent	673	4.953526326912126
prozent	675	4.953526326912126
geräte	jahren	1.5350837751813942
preise	person	2.5628914352359686
11,8	prozent	4.0780575895582265
63,0	millionen	6.323659193276551
atemalkoholkontrolle	promille	7.996397236597076
150	millionen	3.205709286998311
dorf	einwohner	4.529177287024854
bundesregierung	weg	1.8855502734576426
partie	20	1.8661721092653685
prozent	7,3	2.794042077558754
prozent	7,5	1.7346505020439251
prozent	7,6	2.4686196771241256
22	menschen	0.8200064617040882
form	ausschnitt	4.618235425336744
seite	region	1.1869864392307024
nachher	effekt	8.122881383706195
gelöbnis	reichstag	9.43346392309039
verletzte	krankenhaus	4.576979308821392
sicherheit	strecke	2.4909449641719617
team	wettbewerb	2.4606754536730486
rendite	staatsanleihen	6.023967738613539
prozent	747	4.953526326912126
überschuß	mio	6.77670701637573
vorsprung	runde	4.056258361215642
prozent	732	3.8549140382440163
zeichen	solidarität	4.095325062355681
blick	seite	0.6487148388559639
50	zuschuss	4.760245756328452
notarzt	unfallstelle	6.057584349412524
rassismus	nationalismus	9.085157228822174
mitarbeiter	prozent	-0.8596086846714389
gewinn	erwartungen	3.0206882594241655
bedienung	systems	5.0994465076028686
zeit	ausstellung	0.7872181037595382
drei	wochen	2.694972961745559
spielplatz	kinder	3.6771944223834305
prozent	339	3.8549140382440163
spieler	liga	3.3825519173389877
leistungen	hand	2.4858871499215813
prozent	300	0.019052393781434335
unternehmen	aktionäre	1.9969203199680896
angeklagte	verhandlung	5.161438183630836
fahndung	mittäter	7.452462454223807
2000	uhr	0.7577676326182399
stunden	tag	1.0758234764154055
bestandteil	konzepts	6.334874264096691
quartal	mrd	2.6913697600091
zehn	pfennige	5.734221681940907
6,4	mrd	5.083185986731088
verfahren	zwei	-0.059860000556019616
prozent	374	4.2603791463521805
vize	meister	5.647382141020091
200	jahre	1.311142151571447
konzert	19.30	4.736018460993128
zahl	viertel	2.924229171732124
partei	mitglied	3.4274186926673798
0,57	dollar	6.106730702365776
vortrag	diskussion	4.652870921999501
informationen	hintergründe	2.7238547512491786
frist	wochen	3.3899737109548274
fahrer	busses	6.028800333451748
unternehmen	gunst	3.9165131607060295
erfolg	freude	2.108699316546547
stadt	kilometer	2.465410873087341
21	jahrhunderts	4.545310185432072
punkt	recht	2.4725431450567594
1,70	meter	6.126882517803083
prozent	4,4	2.4277976826038707
prozent	4,6	2.388576969450589
anklage	totschlag	7.066340308958773
mannschaft	1	1.52046628911032
mannschaft	2	1.4721130923937664
prozent	4,1	1.7346505020439251
katz	maus	8.145609634783751
ausdehnung	kilometer	5.856136954882201
zehn	zeit	0.04656858921458948
anträge	beratung	4.168186410620553
quote	10	3.1038915728676773
prozent	476	4.953526326912126
kabinett	weg	2.8153092223826643
verlängerung	laufzeiten	7.233157679216762
0,13	prozent	4.2603791463521805
mitte	uhr	0.5139438760664915
26	000	2.7485397442404174
aktie	großbank	4.851903602741432
überschuss	mio	5.265249512301834
experten	euphorie	4.084275226169097
	strafe	4.039457660581258
börse	kurssprung	6.406959990869645
preistreiber	lebensmittel	8.33485163442228
prinzip	solidarität	5.193937351023791
14	uhr	3.1783832789531674
hotel	sauna	5.010865325151462
90	sekunden	3.8480896794844908
aktie	unterstützung	2.38501545845611
jahre	haft	4.399008318511342
eintritt	konzerten	6.062582574741319
10	2000	1.8886616140171066
10	2001	1.9621956980632556
10	2002	2.1136725795061118
kurs	fünf	1.8790417974308489
auto	jährigen	2.5462302798290497
elf	arbeiter	3.865835324383136
6,5	millionen	3.1456053629286056
zyklus	tage	4.7149650517952955
weibchen	acht	4.27225577051476
stadt	rolle	0.3169764599205536
aufschlag	dollar	4.052606968670229
gewinnerseite	aktien	5.420088423401956
jahr	zeit	-0.4075230303337324
einkauf	werbung	4.968993619205434
prozent	111	3.3440884144780254
prozent	1,7	0.8263919418670345
prozent	1,8	1.5691360635663518
15.000	quadratmeter	6.6002505790341734
prozent	1,2	1.1394837298441836
prozent	1,5	0.6955523409082233
oberkante	elf	7.0299029127563415
umweltschutz	stelle	4.211757658914194
zwei	brandverletzungen	4.045534397852666
vorjahresquartal	%	4.2305261832025
preise	1	1.3619720683969232
preise	3	1.2362694056024766
prozent	180	1.5748018011020293
preise	%	0.868731349406373
drittel	mehrheit	4.189918115306228
280	millionen	3.758709835815014
polizei	herkunft	2.5767388152210318
1,00	%	4.277046198837392
prozent	aktie	-1.0143283545567223
uhr	kontrolle	1.7120857600816344
vorname	telefon	6.23224303346091
barock	klassik	9.161530207606749
prozent	2,5	0.9645422803478515
prozent	2,7	1.885473391778509
diskussionen	arbeit	2.5931402350282515
%	billionen	4.1435148062128695
0,9	zähler	4.16121250756373
1	tag	0.8176705154345429
entscheidung	herzens	4.553190446857378
33,5	prozent	3.74955352258619
26,5	%	4.836661986772815
beratung	verkauf	3.315611493132506
ausstieg	atomenergie	7.8493438186405795
sommer	sonne	2.879530519064579
töne	körper	4.545310185432072
bilder	jahren	0.09793099682801273
fahrer	alkoholeinfluss	5.692328096830535
mitglieder	vereins	2.7922817533497986
20	plätze	2.775773852988727
feuer	jährigen	2.8302825842302517
riesenberg	86	8.740316742530444
14	tonnen	2.898434333889518
business	plan	5.255237876887587
zwei	feuerwehrmänner	4.22785595464662
beute	abwehr	5.335307191981935
flüchtlinge	woche	3.3260699089753474
prozent	3,1	1.6213218167369219
pc	internetanschluss	6.667406902713823
gerät	prinzip	3.459336295635685
bilder	texte	3.1243793256124506
4,3	milliarden	4.562090696327641
1	std	4.113507381438872
radfahrer	krankenhaus	4.0173635208859695
angreifer	polizei	2.3101101519670832
band	diskussion	2.5615949226726618
25	jahr	0.280218731659305
land	geschichte	0.8523574059304995
256	seiten	4.811764435151088
höhe	beute	3.922165580825856
verband	kaufleute	6.126882517803083
mitte	süd	4.579482439039511
ausländeranteil	prozent	3.8549140382440163
40	%	1.5116259660762237
analysten	punkten	2.360282486363467
branche	bewegung	2.8376834091290783
auftrag	adressen	4.359593039636979
800	quadratmeter	5.290329196698857
laufe	zeit	3.1998938867868114
0,86	prozent	4.0780575895582265
lehrer	verantwortung	3.3446080299742587
baubeginn	2010	5.330820558053594
teil	straße	1.2077935035118712
19:00	uhr	4.962460252009206
baubeginn	2009	4.884864088590692
frieden	region	3.890024098509368
hauspreise	prozent	3.567231965792235
1	uhr	0.7411159990257978
zwei	treffer	2.05310423316246
falschgeld	umlauf	9.838929031198553
hang	punkte	5.080501421360419
politik	mitglied	2.253203663256319
feuerwehr	mann	0.8274207681433157
4,3	prozent	3.2795498933404543
22,3	prozent	4.2603791463521805
schlusspunkt	minute	5.682490339180658
12.15	uhr	5.250142324460987
name	email	4.074521934725918
bundesregierung	vorschlag	3.1421520182601763
ende	welt	0.8123732857811172
diagnostik	verfügung	4.453287836478843
piloten	ziel	3.153263171822731
1,9	milliarden	3.8083188939512618
lösung	cm	3.2710266969971076
